cell_name,crate_label,specific_energy_wh_kg,specific_power_w_kg,technology
BCAP3000,gcpl_maxwell3000F_1_5A,4.462403692431541,4.30643367767334,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.474607782754522,4.291359901428223,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.486721872561769,4.276562690734863,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.4990311609847184,4.2616729736328125,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.511321152691338,4.246783256530762,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.523262214005317,4.232077121734619,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.535255475435012,4.217187881469727,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.547370179520701,4.202297687530518,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.559208726374698,4.187224388122559,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.570958680024041,4.172426700592041,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.582921433158514,4.157536506652832,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.594587543462177,4.142463207244873,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.606785711836582,4.127481937408447,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.618482037892241,4.1125922203063965,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.630227319877667,4.097702503204346,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.641611997790656,4.082904815673828,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.653294982498716,4.068014621734619,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.664732383258844,4.053216934204102,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.6763527394877,4.038327217102051,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.687952855473005,4.023529529571533,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.699287137569062,4.008639812469482,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.710490611101652,3.993842363357544,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.721652651973999,3.9790444374084473,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.732773129289631,3.9641544818878174,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.744137810023948,3.9493565559387207,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.755153391358539,3.934559345245361,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.766258527579099,3.9197614192962646,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.7772128841822745,3.9047794342041016,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.788082245376809,3.889981985092163,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.799298462937958,3.875092029571533,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.810192335717512,3.8602023124694815,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.821001589927421,3.845404624938965,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.83155610542261,3.8306069374084473,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.842494464212207,3.815624952316284,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.85311467031737,3.800459623336792,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.863756312822197,3.7856621742248535,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.874440140780928,3.7706804275512695,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.885311443853192,3.755606651306152,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.8956397112870285,3.7407169342041016,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.906300145667244,3.7257354259490967,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.916546101784329,3.710845708847046,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.927059644556754,3.695955753326416,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.937489673886759,3.680882453918457,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.947877338669738,3.665992975234986,Li-ion
